Text,Date,Sentiment,Company
Escorts Kubota Q4FY23: Net profit up 13.4%; declares dividend,2023-05-10,1,escorts
"Stock Market Today: Sensex, Nifty end higher despite weak global cues",2023-05-10,1,
"From 52-week high to diving 9%, JBM Auto stock under pressure after Q4 results",2023-05-10,1,jbm
"Sanofi India Q4: Net profit down 20% to ₹190.4 cr, revenue up 4%",2023-05-10,2,sanofi
Market return to be muted in near term: Chandraprakash Padiyar of Tata MF,2023-05-10,0,tata
Nexus Select Trust IPO: Issue subscribed 57% on Day 2; check details,2023-05-10,0,
Shipping Corporation of India shares rally 8% on strong Q4,2023-05-10,1,shipping
Rupee gains 10 paise to 81.96 against US dollar in early trade,2023-05-10,1,dollar
Tata Motors shares hit 52-week high for the third straight session; here's why,2023-05-10,1,tata
Franklin Templeton bullish on Indian market; here's what it says,2023-05-10,0,
Dr Reddy's share price down 1% ahead of Q4FY23 results; check details,2023-05-10,2,
"Lupin share price recover losses, up nearly 3%; check details",2023-05-10,1,lupin
ITC to announce Q4 earnings and final dividend on this date,2023-05-10,0,itc
Global market: SGX Nifty to US inflation data — key triggers for Indian market,2023-05-10,0,
"Stocks to Watch: RIL, Adani Ports, HDFC Bank, Lupin, Vedanta, Tata Motors",2023-05-10,1,hdfc
"Q4 results today: L&T, Dr Reddy's, Escorts, Novartis, Sanofi to announce results",2023-05-10,0,sanofi
Day trading guide for today: Six buy or sell stocks for Wednesday — May 10,2023-05-10,1,
Buy or sell: Vaishali Parekh recommends buying in 3 stocks today - 10 May,2023-05-10,1,vaishali
"Global markets update: US stocks fall, investors eye inflation data",2023-05-10,2,
"Lupin Q4 results: Firm reports consolidated PAT of ₹247 cr, declared dividend",2023-05-09,0,lupin
"Bulk Deals On May 9: Manappuram Finance, others exchange hands, check list here",2023-05-10,2,manappuram
Escorts Kubota Q4 Results: Profit rises 14% YoY to Rs 216.5 crore,2023-05-10,1,escorts
"Stock Radar: Buy L&T for Rs 2550 post breakout from Flag pattern, says Ruchit Jain of 5paisa.com",2023-05-10,1,jain
Ahead of Market: 10 things that will decide D-Street action on Thursday,2023-05-10,0,action
Balanced portfolio strategy is key while making equity investments. Mid & smallcap stocks offer opportunities,2023-05-10,0,
US stocks open higher on signs of easing inflation,2023-05-10,1,
Sebi cancels registration of Skung Commxperts in NSEL case,2023-05-10,0,
Sebi allows direct mkt access facility to FPIs for participating in exchange traded commodity derivatives,2023-05-10,0,
​Market Trading Guide: GAIL among 3 stock recommendations for Thursday​,2023-05-10,1,gail
"Sensex ends with minor gains amid volatility, Nifty holds 18,300",2023-05-10,1,
"Sensex gains 179 pts, Nifty above 18,300; TV18 surges 8%, Varun Beverages 7%",2023-05-10,1,varun
Sanofi board approves demerger of its consumer healthcare business,2023-05-10,0,healthcare
Industry body urges Sebi to provide easy exit for small companies to delist from CSE,2023-05-10,0,easy
Blackstone launches open offer to acquire 26% stake in R Systems after delisting offer fails,2023-05-10,1,
"Venky's India Q4 Results: Firm posts 56% slump in profit on rising feed costs, lower sales",2023-05-10,2,venky's
Tata Motors DVRs back in limelight amid hopes of dividend payment after seven-year gap,2023-05-10,0,tata
​These 5 midcaps rally up to 60% in a year even as promoters slash stake​,2023-05-10,1,
Godrej Agrovet shares plunge 5% on weak Q4 earnings,2023-05-10,2,godrej
RVNL shares fall 14% in 3 sessions. Here's what analysts recommend,2023-05-10,2,
Nifty healthcare index stocks analysts suggest buying have potential upside of more than 19%,2023-05-10,1,healthcare
Latent View shares plunge 9% as Q4 profit declines,2023-05-10,1,latent
Saurabh Mukherjea on Rahul Dravid of Indian stock market: Here's what he says,2023-05-10,1,
"Momentum Pick: Trading at 53% discount, Tanla Platforms has 25% upside",2023-05-10,1,tanla
"ONDC a threat to Zomato only if it scales up meaningfully, says Motilal Oswal",2023-05-10,1,zomato
"IT stocks: Q4 worst since Covid days but dividend, buybacks can keep doomsday away",2023-05-10,0,
These bank stocks can give up to 20-40% returns,2023-05-10,0,
"ITC, ICICI Bank among 6 top largecap investment ideas that can rally up to 30%",2023-05-10,1,icici
Shipping Corporation shares jump 8% on strong Q4 earnings,2023-05-10,1,shipping
"Hot Stocks: Brokerages on Mankind Pharma, Lupin, MGL, Zomato, Godrej Consumer",2023-05-10,0,godrej
"Emerging market investors ditch China stocks to pile into RIL, TSMC",2023-05-10,1,
"Q4 Results Today: What to expect from L&T, Dr Reddy’s, Godrej Consumer",2023-05-10,1,godrej
"Sensex rises 100 points, Nifty tops 18,300; Sanofi jumps 3%",2023-05-10,1,sanofi
At multi-year highs: These 8 stocks gave 5-year breakouts,2023-05-10,1,
"Sensex, Nifty open higher; all eyes on US inflation data",2023-05-10,1,
"Buy or Sell: Stock ideas by experts for May 10, 2023",2023-05-10,2,
"Stocks in focus: Zomato, Asian Paints and more",2023-05-10,1,
Stocks to buy today: 9 short-term trading ideas by experts for 10 May 2023,2023-05-10,1,
"F&O Ban: BHEL, GNFC, Manappuram Finance, Canara Bank under ban for trade on Wednesday",2023-05-10,1,canara
2 stocks that can give 3-10% returns in short term,2023-05-10,0,
Sebi issues notices to PTC India financial arm,2023-05-10,0,ptc
"Positive Breakout: RIL, TCS among 5 stocks that crossed their 200 DMAs",2023-05-10,1,tcs
Sebi allows FPIs direct access to exchange-traded commodity derivatives,2023-05-10,0,
High valuations may cap further upside in ABB stock; prospects 'positive',2023-05-10,1,abb
"NSE lifts lid on dabba trading, tippers, issues warnings to 24 platforms",2023-05-10,0,
"Sensex climbs 179 pts in fag-end, Nifty tops 18,300; auto, bank stocks lead",2023-05-10,1,
Union urges Sebi to provide easy exit for companies to delist from CSE,2023-05-10,0,easy
Royal Orchid Hotels hits new high; stock zooms 50% in 5 weeks,2023-05-10,1,orchid
"Oil & gas shares fire up: BPCL, Indian Oil, ONGC hit 52-week highs",2023-05-10,1,
IndusInd Bank rises 3% on UBS upgrade; notches 9% gain in last 3 sessions,2023-05-10,1,indusind
Capacite Infra surges 21% in three days on winning Rs 224 cr Raymond order,2023-05-10,1,capacite
Tata Motors hits 52-week high ahead of Q4 results; soars 32% so far in CY23,2023-05-10,1,tata
"HDFC, Bajaj Finance: Trading strategies for Bajaj, HDFC twins",2023-05-10,1,hdfc
Aarti Industries sinks 8% as analysts turn cautious on stock post weak Q4,2023-05-10,2,aarti
Varun Beverages joins Rs 1 trillion m-cap club; zooms 108% in 11 months,2023-05-10,1,varun
Latent View Analytics slumps 9% despite record revenue in FY23; check why,2023-05-10,1,latent
"India is back with a bang on FIIs mind: Sumit Jain, ASK Investment Managers",2023-05-10,1,sumit
SCI soars 8% on near 3-fold jump in Q4 net,2023-05-10,1,sci
"Stocks to Watch on May 10: L&T, SpiceJet, SCI, Apollo Tyres, Tata Steel",2023-05-10,1,tata
"HDFC Securities recommends to buy Mastek, CCL Products; here's why",2023-05-10,1,hdfc
"Charts hint near-term correction for Nifty FMCG, sell-on-rise approach apt",2023-05-10,1,
Adani-Hindenburg row: SC to hear Sebi's plea seeking extension on May 12,2023-05-10,2,
"Sensex, Nifty close with gains in choppy trade ahead of US inflation data",2023-05-10,1,
"JSW Infrastructure files DRHP with Sebi, plans to raise Rs 2,800-cr via IPO",2023-05-10,0,jsw
Sebi allows FPIs direct mkt access to exchange traded commodity derivatives,2023-05-10,0,
  Trade setup for Friday: Top 15 things to know before the opening bell,2023-05-11,0,
"  Tata Motors, Avenue Supermarts, ONGC | Top stocks to watch on 12 May",2023-05-11,1,tata
  Adopting global best practices can help India Inc strengthen ESG performance,2023-05-11,1,
"  L&T shares fall over 5%; mcap declines by Rs 17,582 crore",2023-05-11,2,l&t
"  Technical View | Nifty forms bearish candle, consolidation likely to continue though trend remains up",2023-05-11,1,
"  Cipla Q4 preview: Robust domestic traction, gRevlimid sales likely to give earnings a big boost",2023-05-11,1,cipla
"  Taking Stock: Sensex, Nifty ends listless but broader market shows some spark",2023-05-11,1,
  Gainers & Losers: 10 stocks that moved the most on May 11,2023-05-11,2,
"  LIVE: Markets remain rangebound amid volatility; L&T, DRL & Godrej Cons in focus | Closing Bell",2023-05-11,1,godrej
  Aditya Birla Capital shares fall 4% despite sharp increase in Q4 profitability,2023-05-11,2,birla
  Dr Lal PathLabs Q4 result: Net profit falls 7.5% to Rs 57 crore,2023-05-11,2,
  Fed slashing interest rates this summer would be a mistake: David Rubenstein,2023-05-11,2,
  Crude oil prices firm as USD retreats | China's crude import declines by 16% | Commodities live,2023-05-11,1,
"  Market Live: Nifty flat above 18,300; Dr Reddy’s, L&T tank post Q4 earnings| Mid-day Mood Check",2023-05-11,2,l&t
"  Godrej Consumer Products gains on Q4 numbers, analysts say turnaround story is fully underway",2023-05-11,1,godrej
"  Nexus Select Trust REIT IPO: Issue subscribed 5.45 times on final day, QIB portion booked 4.82 times",2023-05-11,1,
  Stricter monitoring & better data analysis by DGCA can avert surprises in airline business,2023-05-11,0,
  F&O Manual: Nifty struggles at resistance zone but overall trend positive,2023-05-11,1,
"  L&T second-biggest loser on Nifty50, cracks 5% as weak margin dampens mood",2023-05-11,2,l&t
  HG Infra up 6% as net sales zoom 44.21% in Q4,2023-05-11,1,
  Sagar Cements stock surges 6% after strong earnings,2023-05-11,1,sagar
  Ratnamani Metals surges 10% on strong Q4 earnings,2023-05-11,1,ratnamani
"  Motilal Oswal upbeat on Tier-1 IT stocks, here are its top picks",2023-05-11,1,oswal
  Novelis Q4 profit decline disappoints Hindalco investors but brokerages retain Buy,2023-05-11,1,hindalco
  Dr Reddy's fall 5% even after Q4 net profit jumps 10-fold. Here's why,2023-05-11,1,
  Hero FinCorp unlisted stock surges nearly 28% over six weeks,2023-05-11,1,hero
"  MC Exclusive: NSE paid out Rs 500-1,000 cr to brokers in rebates on options trades",2023-05-11,0,
  Asian stocks rise as US inflation cools,2023-05-11,1,
"  Closing Bell: Indices close marginally lower; Dr Reddy's, L&T, Hindalco, Divi's Lab top losers",2023-05-11,2,divi's
"  Trade Spotlight | Your trade for Cyient, Jubilant Pharmova, Engineers India today",2023-05-11,1,jubilant
"  Daily Voice | Equities may present more downside than upside potential at this time, says Sunil Garg of Lighthouse Canton",2023-05-11,0,
"  Hot Stocks | Here is why you should bet on Power Grid Corporation, GAIL India, Dreamfolks Services in short term",2023-05-11,1,dreamfolks
"  Buzzing Stocks: Asian Paints, L&T, Godrej Consumer, Gujarat Gas, others in focus today",2023-05-11,1,godrej
  Cash Market | Havells India’s price action shows a breakout pull-back pattern,2023-05-11,0,action
  Cash Market | IGL showing relative strength,2023-05-11,0,igl
  Options Trade | An earning-based non-directional options strategy in Asian Paints,2023-05-11,1,
  Oil prices rise on strong fuel demand data,2023-05-11,1,
  Cash Market | A multi-month breakout to start a fresh up move in the price of Axis Bank,2023-05-11,1,
  Commodity Futures | A U-shaped bottom reversal in Coriander,2023-05-11,0,
"  Nasdaq rallies as investors cheer inflation data, Alphabet",2023-05-11,0,
"Cipla Q4 results preview: Revenue, PAT growth, EBITDA, key highlights here",2023-05-11,1,cipla
"Bulk Deals On May 11: HP Adhesives Ltd, others exchange hands",2023-05-11,2,hp
Siemens net rises 58% at Rs.934 crore for Oct-March,2023-05-11,1,siemens
"Varun Beverages joins ₹1 trillion M-Cap league, stock gains 125% in a year",2023-05-11,1,varun
"FIIs buying slows to ₹837 cr on 11 May, DIIs pull out ₹200 cr from shares",2023-05-11,0,
"Bharti Airtel board to consider issuing dividend, Africa arm records $227 mn profit for Q4",2023-05-11,2,airtel
"Asian Paints net up 35% at Rs. 4,106 crore",2023-05-11,1,
"South Indian Bank records 225% sequential growth in Q4 PAT, declares dividend",2023-05-11,1,south
"Eicher Motors Q4 results: Automaker extends record high PAT to ₹906 cr, up 48%",2023-05-11,1,eicher
Siemens net profit rises 39% to ₹471 cr in March quarter,2023-05-11,1,siemens
"Ujjivan SFB garners 145% rise in Q4 PAT, declares dividend; key highlights here",2023-05-11,0,ujjivan
"Top gainers, losers in trade today: Asian Paints, Dr Reddy's - Check full list",2023-05-11,1,
"Sensex, Nifty end flat; mid, smallcaps outperform",2023-05-11,2,
Aditya Birla Capital Q4 Results: Net profit rises 35% to ₹608 crore,2023-05-11,1,birla
"Dr Lal PathLabs Q4 net profit drops 7.5% YoY, declares dividend",2023-05-11,2,
"Asian Paints Q4 result: Net profit up 45% to ₹1,234 crore, dividend declared",2023-05-11,0,
Gujarat State Petronet Limited shares hit 52-week high ahead of Q4 results,2023-05-11,1,petronet
Rupee may fall below 80 against dollar in coming months; here's why,2023-05-11,2,dollar
BPCL share price hits 52-week high after giving 3% dividend yield in 2022,2023-05-11,2,
"Reliance Industries share price may see over 20% upside, say brokerages",2023-05-11,1,reliance
Nexus Select Trust REIT IPO: Fully booked on Day 3; subscribed 5.45 times,2023-05-11,1,
"Why Sensex, Nifty has been rising for last four sessions — explained",2023-05-11,1,
"MSCI Rejig: The probable inclusions, exclusions & likely inflows, outflows",2023-05-11,2,
Adani group shares rise after Mauritius minister blasts Hindenburg allegations,2023-05-11,1,adani
L&T share price drops over 4% after Q4 earnings,2023-05-11,2,l&t
Dr Reddy's share price slumps over 6% on Thursday; Here's why,2023-05-11,2,
Disney shares fall on loss of subscribers in March quarter,2023-05-11,2,
Global markets: SGX Nifty to US CPI data — key triggers for stock market today,2023-05-11,1,
"Q4 results today: Asian Paints, Eicher, Dr Lal Path Lab, Religare, among others",2023-05-11,1,
"Stocks to Watch: Adani Ent, Dr Reddy's Lab, L&T, HDFC Bank, Hindalco",2023-05-11,1,hdfc
Buy or sell: Vaishali Parekh recommends three stocks to buy today — May 11,2023-05-11,1,vaishali
Day trading guide for today: Six buy or sell stocks for Thursday — 11th May,2023-05-11,1,
"Disney reports higher Q2 earnings, loses 4 million streaming users",2023-05-11,2,
Global markets update: US stocks close mixed as inflation eases,2023-05-11,1,
Investors allege Muthoot mis-sold them Srei bonds,2023-05-11,2,muthoot
Ahead of Market: 10 things that will decide D-Street action on Friday,2023-05-11,0,action
"After 95x subscription, Innokaiz India shares nearly double on listing day",2023-05-11,1,
"Market Trading Guide: DMart, NALCO among 7 stock recommendations for Friday",2023-05-11,0,
"Dow, S&P 500 open lower as Disney drags",2023-05-11,2,
"No question of filing for insolvency, rumours completely baseless: SpiceJet’s Ajay Singh",2023-05-11,0,
Hindalco shares slip as continued weakness in US subsidiary to weigh on earnings,2023-05-11,2,hindalco
End of An Era: L&T’s AM Naik steps down. Know how stock performed during his tenure,2023-05-11,2,
India's top six high-priced stocks,2023-05-11,1,
"Gautam Adani’s firms weigh raising up to $5 billion, say sources",2023-05-11,2,
Tata Motors Q4 Preview: Auto major expected to put up a strong show driven by India and JLR business,2023-05-11,1,tata
Tech View: Nifty momentum indicators hint at weakness. What should traders do on Friday,2023-05-11,0,
Bank of England raises interest rates to 4.5% as inflation is slow to fall,2023-05-11,2,
"Sensex ends marginally lower after volatile session; Nifty above 18,300",2023-05-11,2,
"Sensex ends marginally lower after volatile session, Nifty above 18,300",2023-05-11,2,
53% NRIs believe India has more ROI opportunities than other countries: Report,2023-05-11,1,
Asian Paints shares jump 4% post Q4 results on margins boost,2023-05-11,1,
Over $3 billion in 9 days! FII dollars pouring non-stop on Dalal Street,2023-05-11,0,
Most Japanese shares fall amid mixed earnings; oil stocks climb,2023-05-11,2,
European stocks rise after two-day slide,2023-05-11,1,
"Adani Enterprises stock up 5% on fundraising plan, 2 verdicts to decide fate tomorrow",2023-05-11,1,adani
Ratnamani Metals shares jump 13% intraday on Q4 earnings,2023-05-11,1,ratnamani
Bank of England set to raise UK interest rates to highest level since 2008,2023-05-11,0,
SoftBank sells 2% stake in Paytm to meet SEBI takeover rules,2023-05-11,0,
"These midcap stocks with ‘strong buy’ & ‘buy’ recos can rally over 25%, according to analysts",2023-05-11,1,
"5 mid and smallcap cement stocks which can deliver over 16% returns, according to analysts",2023-05-11,1,
"Neither PE nor PB, Saurabh Mukherjea uses this metric to pick financial stocks",2023-05-11,1,
BSE puts Veronica Productions under third stage of GSM framework,2023-05-11,0,bse
"MSCI rejig announcement tomorrow: Zomato, 2 Adani Group stocks may be impacted",2023-05-11,1,adani
From piggy banks to personal bank accounts: Importance of financial literacy in families,2023-05-11,0,
Dr Reddy's tumbles 7% post Q4 results! Here's what brokerages recommend,2023-05-11,0,
"Chart Check: Breakout from rectangle pattern makes TVS Motor an attractive buy; likely to hit Rs 1,400 in short term",2023-05-11,1,tvs
Mankind Pharma shares plunge over 5% as I-T department raids Delhi office,2023-05-11,2,
"Hot Stocks: Brokerages on L&T, Dr Reddy’s, Nazara, SRF, Hindalco and Godrej Consumer",2023-05-11,0,godrej
Islands with different weather conditions: Top Nifty IT stocks analysts suggest to 'buy' and 'hold',2023-05-11,1,
"Fundamental Radar: Controlled credit costs to drive profitability for IDFC First Bank, says Sneha Poddar, MOFS",2023-05-11,1,idfc
"Sensex rises over 100 points, Nifty above 18,300; DRL drops 4%",2023-05-11,2,drl
At multi-year highs: These 7 stocks gave 5-year breakouts,2023-05-11,1,
"Sensex, Nifty volatile in early trade; DRL, L&T tank 5% each",2023-05-11,2,l&t
"ICICI Securities, Bajaj Finance among 5 stocks that rose above their 200 DMAs",2023-05-11,1,icici
"Buy or Sell: Stock ideas by experts for May 11, 2023",2023-05-11,2,
"Stocks in focus: Adani Ent, Zomato and more",2023-05-11,1,zomato
"F&O Ban: BHEL, GNFC, Manappuram Finance, Canara Bank under ban for trade on Thursday",2023-05-11,1,canara
Larsen & Toubro's rich valuations leave little room for disappointment,2023-05-11,1,larsen
Russian investors eye Indian bourses to trade in US energy basket,2023-05-11,1,
"SIP continues to hold despite market volatility, higher debt fund inflows",2023-05-11,1,
"Jeera prices rise 52% in two months over low production fears, shows data",2023-05-11,2,
Equity MF flows dip to 5-month low of Rs 6.5K cr in April as indices gain,2023-05-11,2,
"Sebi's SCORES platform resolves 2,071 complaints against companies in April",2023-05-11,0,
Dr Reddy's Laboratories QoQ showing catches a cold on weak US sales,2023-05-11,1,
"Sensex, Nifty end flat; Dr Reddy's Labs drops 7%, L&T 5%, Adani Ent up 5%",2023-05-11,2,l&t
Markets in consolidation phase; prudent to book profit now: Analysts,2023-05-11,0,prudent
InterGlobe Aviation nears record high; stock surges 20% in one month,2023-05-11,1,interglobe
HG Infra hits new high on strong Q4 earnings; zooms 58% thus far in 2023,2023-05-11,1,
ONDC to test Zomato's dominance; valuation mark-down likely: Analysts,2023-05-11,2,
"Gujarat Gas surges 6% on healthy Q4 results, turnaround in sales volume",2023-05-11,1,gujarat
"MSCI rejig: Adani Transmission, Adani Total Gas may see outflow of $206 mn",2023-05-11,2,adani
Dr Reddy's Labs sinks 7% on disappointing Q4 operating performance,2023-05-11,2,
Adani Group shares in focus on fund raising plan; Adani Enterprises up 4%,2023-05-11,1,adani
Larsen & Toubro dips 4% on profit booking post March quarter results,2023-05-11,2,larsen
Varun Beverages maintains strong growth trajectory in March quarter,2023-05-11,1,varun
"Stocks to Watch Today: L&T. DRL, Adani Group, Asian Paints, Hero Moto",2023-05-11,1,hero
"Charts exhibit bearish trend for Nifty Realty, Pharma indices in near-term",2023-05-11,0,
Nexus Select Trust's initial public offering garners 5.4 times subscription,2023-05-11,1,
"Around Rs 2,637.94 crore lying unclaimed with mutual funds: Amfi data",2023-05-11,0,
  SEBI imposes Rs 1.9 crore fine on former Karvy officials for violations,2023-05-12,0,
"  The Reading List: May 12, 2023",2023-05-12,1,
"  Technical View | Nifty forms bullish candle on weekly scale, further upside possible only above 18,400",2023-05-12,1,
"  Business in the Week Ahead (May 15-19, 2023)",2023-05-12,1,
"  Taking Stock: Another dull day for markets, Sensex, Nifty close mixed",2023-05-12,1,
"  Whistleblower drags Invesco to court, seeks Rs 56 crore in compensation",2023-05-12,0,
  Why OPEC needs oil prices to stay elevated,2023-05-12,0,
"  LIVE: Nifty, Sensex end the week in the green; Eicher Motors & Siemens in focus | Closing Bell",2023-05-12,1,eicher
"  Vedanta Q4 result: Net profit plunges 56% to Rs 2,634 crore, revenue down 5%",2023-05-12,2,vedanta
"  Cipla's Q4 net profit surges 45% on year to Rs 525.65 crore, lags estimate",2023-05-12,1,
  Zensar Tech hits 52-week high on March quarter results,2023-05-12,1,zensar
  Fininfluencers: Reining them in takes some effort but SEBI has the long arm to crack the whip,2023-05-12,0,
  Bullish brokerage commentary drives Siemens to hit 52-week high; 14% rally still likely,2023-05-12,1,siemens
"  Market Live: Nifty off lows; autos, FMCG gain | Eicher zooms, Zee Ent tanks | Mid-day Mood Check",2023-05-12,1,eicher
  Domestic PV sales reaches historic high in April 2023: SIAM,2023-05-12,1,
  Jupiter Life Line Hospitals files documents for IPO,2023-05-12,0,jupiter
  Highways and metros make peripheral localities hotspots for aspirational lifestyle,2023-05-12,2,
  Ujjivan Small Finance Bank surges 5% as brokerages say 'buy' the stock post Q4 results,2023-05-12,1,ujjivan
  BSE jumps 3% post solid Q4 results,2023-05-12,1,bse
  Tim Harford: One group of people can’t substitute their way out of inflation,2023-05-12,1,
  Draconian PMLA extends reporting stranglehold to finance professionals,2023-05-12,2,
  Foreign investors reduce stake in paint stocks amid growing competition,2023-05-12,1,
  Midcap Magic: Sona BLW forges electrifying growth in auto ancillary space,2023-05-12,1,sona
  Indian Hotels trades lower; Nuvama cuts rating but other brokerages confident. Here’s why,2023-05-12,2,
  Consumer stocks could benefit as this X factor reappears,2023-05-12,0,
"  Tata Motors Q4FY23 Preview: Expect 30% YoY rise in revenue, 5-7x YoY growth in net profit",2023-05-12,1,tata
  South Indian Bank rallies 10% on robust Q4 results,2023-05-12,1,south
  LatentView’s dismal Q4 a reality check for investors,2023-05-12,0,
  Eicher surges 7 percent on strong March quarter earnings,2023-05-12,1,eicher
  The treacherous world of corporate loan pricing,2023-05-12,1,
  Dr Lal PathLabs stock under pressure after March quarter earnings fails to impress,2023-05-12,2,
  Asian Paints down even after a robust Q4. Here's what brokerages have to say,2023-05-12,2,
  LIVE: Auto stock remain in focus |  MSCI Rejig | Tata Motors Q4 Results | Opening Bell,2023-05-12,1,tata
"  Market Live: Equity MF Inflows at 4-month low; Tata Motors, Cipla, Sona BLW in focus | MSCI Rejig",2023-05-12,1,sona
  Fate of GE and Intel a warning to Indian companies against rigid business models,2023-05-12,0,ge
  How to get the multilateral elephants to move faster,2023-05-12,1,
"  Personal Finance: AIFs, PMS or MFs - making the right choice",2023-05-12,0,choice
"  Asian shares tentative on global growth concerns, Japan surges",2023-05-12,1,
"  Trade Spotlight | Your strategy for Quess Corp, Suprajit Engineering, Transport Corporation of India today",2023-05-12,1,transport
"  Daily Voice | Accumulate IT, pharma stocks over the next 1-2 years for long term investment, says this market expert",2023-05-12,0,
"  Hot Stocks | Suprajit Engineering, Hindustan Aeronautics, Cera Sanitaryware can return up to 13% in short term, here's why",2023-05-12,0,cera
"  Closing Bell: Sensex up 123 points, Nifty above 18,330; M&M, IndusInd, Axis Bank top gainers",2023-05-12,1,
"  Buzzing Stocks: Tata Motors, Dmart, ONGC, M&M, Eicher Motors, others in focus today",2023-05-12,1,eicher
"  Oil prices recover on short-covering, US debt ceiling fears weigh",2023-05-12,0,
  Options Trade | An earning-based non-directional options strategy in Vedanta,2023-05-12,1,vedanta
  Cash Market | JSL at verge of a big upmove,2023-05-12,0,jsl
  Cash Market | Delta Corp breaks above its right-angled descending triangle pattern.,2023-05-12,0,delta
  Cash Market | Symmetrical triangle breakout to propel price higher in Hindustan Unilever,2023-05-12,1,hindustan
  Commodity Futures | A bear sash at the breakdown in Copper,2023-05-12,1,
"  Dow, S&P 500 fall with Disney; PacWest leads regional banks lower",2023-05-12,2,
  MSCI index review: The big gainers and losers,2023-05-12,0,
"FII invests ₹7,750 cr in Indian equities this week; DIIs sold ₹1,262 cr",2023-05-12,2,
Bank of Maharashtra revises record date for dividend: Check new date here,2023-05-12,0,maharashtra
"Bulk deals on May 12: Nazara Tech, others exchange hands; Check buyers, sellers",2023-05-12,2,nazara
Macrotech Developers revise record date for 1:1 bonus shares,2023-05-12,1,macrotech
"HPCL Q4 results: Standalone PAT driven to nine-year high of ₹3,223 cr",2023-05-12,1,
Tata Motors announces dividend of ₹2 per share at 100% payout share,2023-05-12,1,tata
"After rallying over 190% YTD, multibagger stock hit 5% lower circuit as Board sets record date for 1:4 bonus share and 1:10 stock split",2023-05-12,2,
"Indraprastha Gas Q4 Results: Net profit falls 8% to ₹329 crore, revenue up 53%",2023-05-12,2,indraprastha
"Colgate Q4 earnings: Net profit slips 2.28% YoY in Q4, Board declares second interim dividend of ₹21",2023-05-12,2,colgate
"Manappuram Finance Q4: Net profit rises 58% to ₹429 crore, dividend declared",2023-05-12,0,manappuram
Consumer discretionary stock trading 109% above 52-week-low recommends 1:10 stock split,2023-05-12,2,
Glenmark Pharma share price hits new 52-week high on Friday; Here's why,2023-05-12,1,glenmark
"Tata Motors Q4 results: Beats estimates, consolidated PAT rises to ₹5,408 cr",2023-05-12,1,consolidated
"Board of Ratnamani Metals declares 600% dividend, net profit up 73% YoY in Q4",2023-05-12,1,ratnamani
"DLF Q4 results: Net profit up 40% YoY, 200% dividend declared",2023-05-12,0,dlf
"Top gainers, losers in trade today: Eicher Motors, Manappuram, M&M - check list",2023-05-12,1,eicher
"Bosch Q4 earnings: Net profit surges 13% YoY in Q4, a whopping dividend of ₹280 per share declared",2023-05-12,0,bosch
"Vedanta Q4 results: Net profit declines 56% to ₹2,634 crore, revenue down 5%",2023-05-12,2,vedanta
"Cipla Q4 results: Consolidated PAT at ₹526 cr, declares dividend",2023-05-12,0,consolidated
"Polycab India Q4 earnings: Q4 net profit up 31% YoY beat street estimates, Board declares 200% dividend",2023-05-12,0,polycab
"Greaves Cotton reports 314.5% sequential rise in Q4 PAT, declares dividend",2023-05-12,1,greaves
Domestic passenger vehicle dispatches up 13% YoY in April: SIAM,2023-05-12,1,
Multibagger logistic stock explores growth options marching towards debt free regime,2023-05-12,0,
"ChatGPT may predict stock prices by analysing news headlines, claims study",2023-05-12,0,
"South Indian Bank jumps 8% as post Q4 results, here are more details",2023-05-12,1,south
Sanofi India gains 3% after rising 8% a day post demerger announcement,2023-05-12,1,sanofi
"Jio, Airtel add 19.8 lakh subscribers, Vodafone Idea loses 20 lakh users in Feb: TRAI",2023-05-12,2,airtel
"Hindustan Aeronautics Q4 Results announced, net profit down 8.8%",2023-05-12,2,hindustan
"Ujjivan Small Finance Bank surges 4% post strong Q4 results, brokerages say buy",2023-05-12,1,ujjivan
Zee share price dips before this big Sony merger test. Details here,2023-05-12,2,zee
"HAL shares drop by nearly 2% ahead of Q4 results, check details",2023-05-12,2,hal
Asian Paints shares drop despite strong Q4 results,2023-05-12,2,
"Vedanta shares fall ahead of Q4 results, here are more details",2023-05-12,2,vedanta
"Adani Transmission, Adani Total shares fall 5% on MSCI Index exclusion",2023-05-12,2,adani
"Gold, silver rate today under pressure after ease in US inflation",2023-05-12,0,silver
"Max Healthcare, Sona BLW shares jump on MSCI index inclusion",2023-05-12,1,max
Eicher Motors shares up post strong Q4 results. Here's what brokerages say,2023-05-12,1,eicher
Adani-Hindenburg saga: Shares trade tepid ahead of SC hearing,2023-05-12,2,
Cipla share price gains ahead of Q4 results; check details,2023-05-12,1,cipla
Tata Motors share price hits new 52-week high ahead of Q4 results; check details,2023-05-12,1,tata
Eicher Motors up 6% post strong Q4 results,2023-05-12,1,eicher
"Multibagger stock: Dividend stock yields 20% in FY23. Beats PPF, bank FD returns",2023-05-12,0,
Rupee ends at 7 paise lower at 82.16 against US dollar,2023-05-12,2,dollar
"Stocks to Watch: Adani Group, Asian Paints, Eicher Motors, RIL, Airtel",2023-05-12,1,eicher
"Q4 results today: Tata Motors, Cipla, Vedanta among others to announce earnings",2023-05-12,1,vedanta
Day trading guide for today: Eight buy or sell stocks for Friday — May 12,2023-05-12,0,
