Text,Date,Sentiment
Investors lose  ₹3 trillion as Sensex tanks 800 points,2020-02-24 16:58:00,2
Bharti Infratel jumps as government approves merger with Indus Towers,2020-02-24 11:25:00,1
"Sensex crashes over 800 points, Nifty ends below 11,850: 10 points",2020-02-24 15:38:00,2
Stock markets seen volatile; investors to eye Trump's India visit,2020-02-24 08:12:00,1
"Stocks to Watch: Bharti Infratel, Bandhan Bank, Vodafone, Biocon, Ibulls Housing",2020-02-24 08:57:00,1
Indian firms’ ability to service debt improves,2020-02-24 01:22:00,1
"Market to remain volatile ahead of F&O expiry, investors eye Donald Trump visit",2020-02-23 13:41:00,0
"FPIs remain bullish on India, invest  ₹23,102 crore in Feb so far",2020-02-23 11:29:00,1
"Six of top-10 Indian firms lose  ₹29,487 cr in m-cap, Bharti Airtel worst hit",2020-02-23 10:43:00,2
"US markets: Stocks fall, bond prices rise as investors seek safe ground",2020-02-22 01:50:00,2
Warren Buffett found his ‘elephant’ with giant stake in Apple,2020-02-21 13:02:00,1
US markets tumble as coronavirus fears mount,2020-02-20 23:45:00,2
IRCTC stock zooms 500% over IPO price in four months,2020-02-20 17:04:00,1
"Dairy firms rally on government's  ₹4,558 crore scheme for sector",2020-02-20 11:38:00,1
Indian stock markets seen steady; global peers firm on China stimulus hopes,2020-02-20 08:24:00,1
"Stocks to Watch: Vodafone Idea, Asian Paints, Bharti Airtel, Axis Bank, GAIL",2020-02-20 08:34:00,1
Markets recover on signs virus may be abating,2020-02-20 00:05:00,0
"US markets: S&P 500, Nasdaq hit new highs on China stimulus hopes",2020-02-19 20:58:00,1
Vodafone Idea surges 48% on hopes of a revival,2020-02-19 19:36:00,1
Shree Cement's Nifty 50 index inclusion drives stock up 6%,2020-02-19 10:22:00,1
"Sensex rebounds over 400 points; RIL, HDFC lead gains",2020-02-19 16:27:00,1
"Stocks to Watch: Infosys, Vodafone, Jet Airways, Shree Cement, IDFC First Bank",2020-02-19 08:41:00,1
Indian equities seen volatile as Asian peers inch up; telecom stocks in focus,2020-02-19 07:48:00,1
Markets slump after Apple sounds China virus warning,2020-02-18 23:01:00,0
US stocks fall as Apple's surprise sales warning raises China virus concerns,2020-02-18 21:15:00,2
Yes Bank to be dropped from Nifty 50 from 27 March; Shree Cement to move in,2020-02-18 18:43:00,2
Mishra Dhatu Nigam up 50% in two weeks on robust outlook,2020-02-18 11:03:00,1
"Indian stock markets seen subdued; Reliance Industries, SBI to be in focus",2020-02-18 08:38:00,1
"Stocks to Watch: RIL, IndiGo, HCL Tech, Grasim Industries, Vodafone Idea",2020-02-18 08:16:00,1
Sebi to soon come out with circular to prevent Karvy-like incidents: Ajay Tyagi,2020-02-17 17:18:00,0
Sebi board clears regulatory sandbox for registered entities,2020-02-17 17:15:00,0
Sebi tightens norms for investment advisers to prevent mis-selling,2020-02-17 23:58:00,0
IRFC lists $1 bn medium-term notes on India INX,2020-02-17 16:07:00,1
Agenda for Sebi board's last meeting under Tyagi,2020-02-17 11:28:00,0
Bajaj Finance among top 10 most-valued firms on BSE,2020-02-17 10:28:00,1
"Indian markets may be under pressure, Vodafone Idea, Bharti Airtel in focus",2020-02-17 08:47:00,2
"Stocks to Watch: Bharti Airtel, Vodafone Idea, ONGC, Bank of Baroda, LIC Housing",2020-02-17 08:07:00,1
Deutsche Bank’s risky debt decision loses bite,2020-02-17 00:52:00,2
"Move over Mauritius, FPIs now eye Singapore to channel funds",2020-02-17 00:02:00,1
"FPIs remain net buyers in 1st half of Feb, invest  ₹24,617 crore",2020-02-16 12:06:00,0
"Eight of top-10 Indian firms add over  ₹1 tn in m-cap, Reliance tops the list",2020-02-16 10:38:00,1
Investors hang up on Vodafone Idea stock,2020-02-14 23:39:00,1
ESAF Small Finance Bank plans to float IPO in FY21,2020-02-14 18:39:00,1
Inflows from India’s bond index entry depend on what it sells,2020-02-14 10:55:00,1
Vodafone Idea surges 14% on narrowed Q3 losses,2020-02-14 10:37:00,2
"Sensex falls over 200 points, banking stocks drag",2020-02-14 15:50:00,2
Indian equities seen lower; hope of early end to coronavirus outbreak fade,2020-02-14 08:46:00,2
"Stocks to Watch: Bharti Airtel, Avenue Supermarts, BPCL, Nestle, Vodafone Idea",2020-02-14 08:17:00,1
"US markets ease from record highs on coronavirus concerns, Cisco results",2020-02-13 21:12:00,1
Sebi rolls out system to detect misuse of client securities by brokers,2020-02-13 23:34:00,0
RBL Bank MD sells shares worth  ₹3.2 crore in lender,2020-02-13 15:22:00,1
"IRCTC gains 13% on robust Q3 numbers, hits 52-week high",2020-02-13 12:35:00,1
Yes Bank gains 7% on fresh initial bids from four investors,2020-02-13 11:51:00,1
"Sensex edges lower, IRCTC surges on strong Q3 earnings",2020-02-13 16:43:00,1
"Indian equities seen under pressure on macro concerns, wobbly Asian peers",2020-02-13 08:42:00,2
"Stocks to Watch: Yes Bank, Vodafone Idea, Aurobindo Pharma, PSU oil cos",2020-02-13 08:10:00,1
Wall St reaches record highs on waning coronavirus fears; tech stocks lead rally,2020-02-13 01:30:00,1
Sensex gains on hopes of lull in China virus outbreak,2020-02-12 23:56:00,1
Nifty could be headed towards new highs: Analysts,2020-02-12 16:49:00,1
Indian firms issue record dollar bonds in first six weeks of 2020,2020-02-12 15:46:00,1
"Sensex surges 350 points, HUL, RIL lead gains",2020-02-12 15:50:00,1
Indian equities likely to edge higher following gains in global peers,2020-02-12 08:27:00,1
"Stocks to Watch: IndusInd Bank, IRCTC, Cadila, Hindalco, Ashok Leyland",2020-02-12 08:16:00,1
"Asia’s stocks trade mixed, Treasuries hold losses",2020-02-12 06:08:00,2
US stocks extend gains as investors focus on latest earnings,2020-02-11 22:52:00,1
NSE Adds 30 Lakh New Investors In CY2019,2020-02-11 18:28:00,0
"Erratic weather, ‘poor underwriting’ hits GIC, registers a record plunge",2020-02-11 17:13:00,1
IRCTC shares slump ahead of Q3 earnings,2020-02-11 16:29:00,1
Govt plans fresh bonds as it seeks India's inclusion in global indexes,2020-02-11 13:56:00,0
Zerodha warns investors of stock market scam in options trading,2020-02-11 13:27:00,2
ICICI Pru Bluechip Mutual Fund among top investors in DMart QIP issue,2020-02-11 12:23:00,1
"Sensex jumps 236 points but ends off highs; RIL, banks lead gains",2020-02-11 15:53:00,1
"India stock markets seen volatile, investors to eye Delhi poll results",2020-02-11 08:18:00,1
"Stocks to Watch: Coal India, GMR Infra, IDBI Bank, BHEL, Eros International",2020-02-11 08:05:00,1
Asian Stocks Rise as Virus Fears Linger; Oil Gains: Markets Wrap,2020-02-11 07:58:00,1
Net inflows into equity MFs hit a five-month high in January,2020-02-11 00:14:00,1
"Wall St steady as investors weigh coronavirus risks; Apple slips, Tesla jumps",2020-02-10 21:33:00,2
"Sebi shortlists IBM India, Infy, Wipro, others for data analytics project",2020-02-10 19:45:00,0
"DMart surges to record high, pips Bajaj Finserv, Nestle India in market value",2020-02-10 16:23:00,1
Tata Steel tumbles over 5% on weak Q3 numbers,2020-02-10 11:10:00,2
"Sensex ends lower but off lows, Nifty holds 12,000",2020-02-10 16:24:00,2
India stock markets seen under pressure as coronavirus outbreak spreads,2020-02-10 08:24:00,2
"Stocks to Watch: Tata Steel, Yes Bank, Britannia, NTPC, Indiabulls Housing",2020-02-10 08:08:00,1
FIIs’ equity holdings climb to a 13-quarter high during Oct-Dec,2020-02-09 23:07:00,1
"Bitcoin breaches $10,000 to hit highest level since October",2020-02-09 19:19:00,1
"Coronavirus, macro data and other key things that will drive markets this week",2020-02-09 15:57:00,1
"FPIs remain net buyers in February so far, invest  ₹5,177 crore",2020-02-09 15:10:00,1
"Musk needs Apple’s margins, Volkswagen sales to justify Tesla stock price",2020-02-08 01:16:00,0
Wall St pulls back from record highs as coronavirus fear spreads; Dow drops 1%,2020-02-08 00:50:00,2
"LIC’s investments in equities down 21% to  ₹46,850 crore in April-January",2020-02-08 00:20:00,2
"1,400 points in 5 days: Why Sensex surged this week",2020-02-07 17:08:00,1
Short-duration bonds rally for second day after RBI's ECB-like move,2020-02-07 13:20:00,0
"Sensex cools off after four-day rally, RIL leads losers",2020-02-07 16:12:00,2
Indian markets seen wobbly; investors cautious as coronavirus toll rises,2020-02-07 08:15:00,1
"Stocks to Watch: Bharti Airtel, Lupin, Tata Steel, Britannia, Hero MotoCorp",2020-02-07 08:10:00,1
Asia stocks drop after biggest jump since June,2020-02-07 08:12:00,2
Markets end higher after central bank maintains ‘accommodative’ stance,2020-02-07 00:41:00,1
DMart to follow up QIP with up to $500 mn OFS,2020-02-06 22:55:00,1
Why Sensex has risen over 1500 points in just four days,2020-02-06 15:44:00,1
Short bonds rally after RBI’s surprise move to add cash,2020-02-06 14:46:00,0
Sensex extends gains to fourth day as RBI announces steps to boost credit growth,2020-02-06 16:56:00,1
"Recent outperformance in Indian stocks may eventually fade, says Manulife",2020-02-06 08:25:00,1
Indian equities may extend gains; investors eye RBI policy,2020-02-06 08:17:00,0
"Stocks to Watch: Sun Pharma, Avenue Supermarkets, Lupin, Indiabulls Housing",2020-02-06 08:14:00,1
"Asian shares gain after solid US data, focus on virus",2020-02-06 06:23:00,1
"Wall St gains after strong data, waning virus fears; Tesla limits Nasdaq's rise",2020-02-06 01:44:00,1
"DMart looks to raise up to  ₹4,098 crore through QIP to fund business expansion",2020-02-06 00:06:00,1
Wipro moves out of top-20 most valued Indian firms list by m-cap,2020-02-05 19:19:00,1
"ITI Ltd withdraws  ₹1,400 crore FPO issue",2020-02-05 17:48:00,1
"Why Sensex has surged 1,400 points in just three days",2020-02-05 17:28:00,1
30% return in just about a year: What is this fund manager's investment mantra?,2020-02-05 13:16:00,0
IRCTC shares surge nearly 50% in just seven sessions,2020-02-05 10:22:00,1
"Sensex rallies over 100 points led by gains in auto, banking stocks",2020-02-05 09:59:00,1
Sensex surges to extend gains to third day,2020-02-05 15:43:00,1
"Stocks to Watch: Bharti Airtel, Sun Pharma, Indiabulls Housing, Cadila",2020-02-05 08:14:00,1
"Indian equities seen firm on gains in Asia, Bharti Airtel shares in focus",2020-02-05 07:58:00,1
Oil extends losses after report shows rise in US crude build,2020-02-05 07:02:00,2
Asia stocks see modest gains; US futures dip,2020-02-05 07:38:00,1
"Sensex floats higher on oil, recoups budget loss",2020-02-04 23:34:00,2
Sebi notifies common application form for FPI registration,2020-02-04 21:41:00,0
Tech companies lead US stock rally following global gains on China stimulus,2020-02-04 21:11:00,1
Investors got richer by a whopping  ₹3.57 trillion in two days of market rally,2020-02-04 19:08:00,1
Why Sensex rallied over 900 points today,2020-02-04 16:32:00,1
"IRCTC shares surge today, rise closer to 52-week high",2020-02-04 14:42:00,1
Sensex up 1% as crude prices decline,2020-02-04 09:48:00,1
"Sensex surges over 900 points to erase Budget day's loss; HDFC, RIL lead gains",2020-02-04 15:42:00,1
China stocks eke out gains after Monday’s $720 billion rout,2020-02-04 08:28:00,1
Indian equities seen volatile; crude oil slumps to 13-month low,2020-02-04 08:20:00,2
"Stocks to Watch: Bharti Airtel, Titan Company, NTPC, PNB, Piramal Enterprises",2020-02-04 07:58:00,1
Asian stocks trade mixed as virus efforts assessed,2020-02-04 07:43:00,0
"After budget bruising, PMI balm soothes stock markets",2020-02-04 00:08:00,1
Sebi makes accommodation for delay in open offers due to disputes,2020-02-03 20:55:00,0
Virus fears wipe $393 bn off China's stock market despite govt support moves,2020-02-03 19:13:00,2
New income tax regime clouds earnings outlook of insurance companies,2020-02-03 13:07:00,0
ITC no longer among India's top 10 most-valued companies,2020-02-03 11:22:00,1
Sensex up 100 points as fiscal deficit numbers broadly in line with expectation,2020-02-03 10:13:00,1
India bond yields fall 10 bps as government sticks to borrowing numbers,2020-02-03 09:43:00,2
"Sensex, Nifty end higher; Asian Paints, IndusInd Bank lead gains",2020-02-03 15:53:00,1
Oil extends decline on concerns about virus' impact on China demand,2020-02-03 09:13:00,2
"Stock markets likely to slump on budget disappointment, global peers skid",2020-02-03 08:24:00,2
Chinese stocks sink 9% as markets reopen to crisis after break,2020-02-03 08:23:00,0
"Stocks to Watch: Maruti Suzuki, Tata Motors, M&M, Coal India, Tata Chemicals",2020-02-03 08:01:00,1
India bonds poised to rally today as gov't skips further borrowing plans,2020-02-03 05:30:00,1
"FPIs remain net buyers for 5th consecutive month in Jan; invest  ₹12,000 crore",2020-02-02 14:58:00,1
Seven of top 10 firms lose  ₹1.89 lakh crore in m-cap; RIL takes biggest hit,2020-02-02 12:53:00,2
India bonds poised to rally as govt skips further borrowing plans,2020-02-02 07:01:00,1
Investor wealth erodes by  ₹3.46 lakh cr as markets plummet after Budget,2020-02-01 18:21:00,2
Budget 2020 impact: Investor wealth erodes by  ₹3.46 trillion as markets plummet,2020-02-01 18:19:00,2
5 new income tax rules after Budget 2020 explained here,2020-02-01 16:56:00,0
Life insurance companies tumble 5-10% as Budget announces new income tax regime,2020-02-01 14:56:00,2
"Sensex plunges over 450 pts, Nifty below 11,900",2020-02-01 13:42:00,2
Agri stocks up; Budget proposes hike in FY21 farm credit to  ₹15 trillion,2020-02-01 12:23:00,1
Indian markets open lower; all eyes on Budget,2020-02-01 10:15:00,2
"Sensex slumps nearly 1,000 points on Budget day, ITC plunges 7%",2020-02-01 15:53:00,2
Stock markets likely to be volatile as FM presents Budget 2020,2020-02-01 09:05:00,0
"Stocks to Watch: SBI, ITC, Tech Mahindra, PSU Banks, consumer goods",2020-02-01 08:10:00,1
NSE to launch RFQ platform for debt securities on 4 Feb; BSE on 3 Feb,2020-02-01 07:15:00,0
Wipro shares fall nearly 2% as CEO Abidali Neemuchwala to step down,2020-01-31 18:01:00,2
ITI Ltd again extends closing date of its FPO,2020-01-31 15:24:00,1
Stock markets to remain open tomorrow for special trading session on Budget day,2020-01-31 11:56:00,1
Kotak Bank up 4% after RBI climbs down on promoter paring stake,2020-01-31 11:19:00,1
Markets open higher led by gains in global peers,2020-01-31 09:47:00,1
"Sensex falls nearly 200 points a day of Budget; RIL, TCS lead losses",2020-01-31 16:00:00,2
"Stock markets may be on edge ahead of Budget; Tata Motors, HUL shares in focus",2020-01-31 08:50:00,1
"Stocks to Watch: Kotak Mahindra Bank, Yes Bank, Bajaj Auto, Tata Motors",2020-01-31 08:23:00,1
"Gold prices jump over  ₹400 per gram today, silver rates surge  ₹800",2020-01-30 17:54:00,1
"Sensex, Nifty tread lower; markets fear coronavirus impact",2020-01-30 17:29:00,2
Rupee falls 0.33% against US dollar,2020-01-30 18:08:00,2
"Sensex falls nearly 300 points, RIL, IndusInd Bank drag",2020-01-30 16:36:00,2
IDFC First Bank shares slump 5% on Q3 results,2020-01-30 09:20:00,1
Markets may be under pressure as China virus spreads; US Fed stands pat on rates,2020-01-30 08:32:00,2
What keeps investors awake at night? Liquidity is still on top,2020-01-30 08:11:00,0
"Stocks to Watch: Yes Bank, InterGlobe Aviation, Bajaj Auto, Tata Motors, Pharma",2020-01-30 07:51:00,1
"Buoyed by company earnings, world markets look past virus",2020-01-29 21:09:00,1
Petrol prices remain at lowest level in over 2 months,2020-01-29 18:09:00,2
"Sensex closes 232 points higher, HDFC Bank and Reliance lead gains",2020-01-29 17:46:00,1
Rupee ends up 0.11% from Tuesday's close of 71.34,2020-01-29 17:42:00,2
"Sensex rebounds over 200 points after 2-day loss, Bajaj Finance surges 5%",2020-01-29 17:33:00,1
"Markets likely to be volatile, investors eye US Fed rate decision",2020-01-29 08:27:00,0
"Stocks to Watch: Infosys, Airtel, Vodafone, Tata Coffee, Chemical companies",2020-01-29 07:51:00,1
Oil rebounds from its three-month low as investors weigh coronovirus impact,2020-01-29 05:51:00,2
Fears rise that global economy will bear brunt of coronavirus,2020-01-28 23:48:00,0
Coronavirus fallout: A $1.5 trillion wipeout of global stocks since 20 Jan,2020-01-28 19:34:00,0
How India cracks down on Insider trading?,2020-01-28 13:45:00,2
Metal stocks tumble on fears coronovirus may hit demand in China,2020-01-28 13:07:00,2
Bitcoin climbs to highest since November,2020-01-28 12:25:00,1
Sensex closes 188 points lower amid concerns over coronavirus,2020-01-28 16:51:00,2
"Gold prices fall today after rising for three days, silver rates drop",2020-01-28 16:12:00,2
Rupee strengthens against US Dollar,2020-01-28 19:40:00,2
"Sensex falls for second day, RIL leads decline",2020-01-28 16:09:00,2
Markets may continue to be under pressure on China virus scare,2020-01-28 09:01:00,2
"Stocks to Watch: DHFL, InterGlobe Aviation, HDFC, Godfrey Phillips",2020-01-28 07:47:00,1
Oil slides to a three-month low on coronavirus contagion jitters,2020-01-28 06:56:00,2
Rakesh Jhunjhunwala summoned by Sebi over Aptech insider trades,2020-01-28 00:34:00,0
"Indian, global markets tumble as coronavirus fears rattle investors",2020-01-27 23:17:00,2
Government invites applications for Sebi chairman’s position,2020-01-28 00:13:00,0
China financial markets closed until next Monday on virus upheaval,2020-01-27 19:19:00,1
"Vodafone, Airtel in the red as PIL against non-payment of AGR dues moved in SC",2020-01-27 13:32:00,0
"Sensex, Nifty end 1% lower as investors turn risk averse",2020-01-27 20:48:00,2
Rupee ends lower as risk appetite ebbs,2020-01-27 18:21:00,2
"Sensex falls over 450 points, SBI, HDFC Bank lead losses",2020-01-27 15:57:00,2
"Markets likely to be volatile, China virus scare worry global investors",2020-01-27 08:49:00,0
"Stocks to Watch: ICICI Bank, Vodafone, InterGlobe Aviation, HDFC, Dr Reddy’s",2020-01-27 07:57:00,1
"Wary of fiscal slippage, markets pin hopes on growth stimulus in Union budget",2020-01-27 00:15:00,1
Major hits and misses for the markets from the last Union budget,2020-01-27 00:09:00,0
"FPIs pour in  ₹1,624 cr in Jan so far as US-China trade deal boosts sentiment",2020-01-26 11:19:00,1
"Six of top-10 Indian firms lose  ₹81,148 crore in m-cap, Reliance hit hard",2020-01-26 11:10:00,2
"Sensex ends 0.6% higher; Ultratech Cement, Tech Mahindra top gainers",2020-01-24 16:57:00,1
"Sensex rises over 200 points, ICICI Bank, HDFC lead gains in financials",2020-01-24 16:02:00,1
"Markets seen rangebound, China virus outbreak worry global investors",2020-01-24 08:54:00,2
Bitcoin slumps in wake of Chinese New Year slowdown warning,2020-01-24 08:29:00,2
"Stocks to Watch: RIL, Infosys, Airtel, DLF, UltraTech Cement, Bank of Baroda",2020-01-24 08:01:00,1
Asian stocks mixed amid ongoing Coronavirus concern,2020-01-24 07:43:00,1
RBI re-opens 'voluntary retention route' for FPI investments in debt,2020-01-23 20:52:00,0
"Govt plans to garner  ₹10,000 cr from 7th tranche of CPSE ETF",2020-01-23 18:36:00,1
"Sensex, Nifty snap 3-day losing streak",2020-01-23 15:55:00,2
Rupee weakens against US dollar today,2020-01-23 15:43:00,2
"Sensex edges higher; Axis Bank, L&T lead gains",2020-01-23 09:35:00,1
"Stock markets likely to be weak, bank shares in focus",2020-01-23 08:38:00,1
"Stocks to Watch: L&T, Axis Bank, Sun Pharma, Infosys, Biocon, Oil India",2020-01-23 08:23:00,1
New demat accounts climb to 10-year high as retail investors pile into equities,2020-01-22 23:52:00,0
"US markets: S&P 500, Nasdaq hit record on IBM, waning China virus fears",2020-01-22 21:25:00,1
Sebi comes out new framework to check non-compliance of listing rules,2020-01-22 19:52:00,0
Billions of dollars may come into Indian stock markets after rule tweak,2020-01-22 13:08:00,0
"IndiaMART jumps over 17%, hits 52-week on robust Q3 numbers",2020-01-22 11:03:00,1
"Sensex ends 0.5% lower; ONGC, Maruti drag",2020-01-22 17:35:00,2
"Sensex falls for third day in a row, ONGC slumps 5%",2020-01-22 15:52:00,2
BSE to remain open for trade on Budget Day; Check the timings,2020-01-22 09:12:00,0
Markets seen weak on China virus scare; Bharti Airtel shares in focus,2020-01-22 07:59:00,1
"Stocks to Watch: Bharti Airtel, L&T, Axis Bank, Asian Paints, Zee Entertainment",2020-01-22 08:02:00,1
Asian stocks mixed after virus-triggered sell-off,2020-01-22 06:02:00,2
"US markets slip amid China virus outbreak, growth fears",2020-01-21 21:32:00,2
NSE is now world’s largest derivatives exchange by volume,2020-01-21 17:16:00,1
What market watchers are saying about the virus spread in China,2020-01-21 12:38:00,1
"Sensex, Nifty fall for 2nd day in a row, Tata Steel, Mahindra top losers",2020-01-21 20:30:00,2
"Sensex falls for second day in a row, Maruti Suzuki, M&M among top losers",2020-01-21 16:15:00,2
"Stock markets seen wobbly on weak global peers, telecom stocks in focus",2020-01-21 08:18:00,1
"Stocks to Watch: RIL, Zee Entertainment, HDFC AMC, NBCC, IDBI Bank",2020-01-21 07:58:00,1
Asian stocks poised to drift; Oil pares gains,2020-01-21 05:27:00,1
"Reliance drops 3% as some verticals disappoint, erases over $5 billion in m-cap",2020-01-20 17:10:00,2
"Vodafone up 5%, Airtel 1% after telcos seek more time from SC for AGR dues",2020-01-20 15:20:00,0
"RIL wipes gains, down 2% as some verticals disappoint",2020-01-20 12:09:00,2
"Sensex falls over 400 points; banks, RIL lead losses",2020-01-20 16:16:00,2
"Stock markets seen under pressure on oil price rise; RIL, TCS shares in focus",2020-01-20 08:50:00,2
"Stocks to Watch: RIL, TCS, HDFC Bank, Kotak Mahindra Bank, Lupin",2020-01-20 07:40:00,1
Oil jumps after unrest hits key OPEC producers Libya and Iraq,2020-01-20 05:56:00,1
Asia stocks edge higher after strong run,2020-01-20 07:52:00,1
"FIIs, MF investors play a different tune on equities",2020-01-20 01:19:00,0
Hong Kong’s $1.5 bn fund bets 2020 is year of yuan,2020-01-19 23:50:00,1
"Six of top-10 Indian firms add  ₹62,773 crore in m-cap; HUL, RIL top the list",2020-01-19 10:55:00,1
FPIs remain net buyers in January on US-China trade deal,2020-01-19 10:26:00,1
Pre-budget rally is the latest hope for the markets,2020-01-19 07:58:00,1
"Sebi puts in place guidelines for listed REIT, InvIT on rights issue",2020-01-17 22:27:00,0
Rupee weakens for second day in a row against US dollar,2020-01-17 17:48:00,2
Yes Bank slips nearly 7% after Moody’s places lender under review,2020-01-17 12:40:00,2
"India’s banks face risk from $13 billion telecom dues, says UBS",2020-01-17 10:33:00,1
Bank stocks tank as SC rejects plea to review AGR order,2020-01-17 10:23:00,1
"Sensex, Nifty close flat after hitting record high; Airtel, RIL top gainers",2020-01-17 17:23:00,1
"Sensex ends flat; Bharti Airtel, RIL lead gains",2020-01-17 15:52:00,1
"Stock markets may be steady; telecom, RIL shares in focus",2020-01-17 08:50:00,1
"Stocks to Watch: Yes Bank, RIL, Bharti Airtel, Vodafone, TCS, Adani Enterprises",2020-01-17 08:05:00,1
Global stock gains build on economic optimism,2020-01-17 08:30:00,1
"Sensex crosses 42,000 in intraday trading as investors pin hopes on budget",2020-01-17 01:08:00,1
"NSE colocation case: Sebi exonerates Ravi Narain, 8 others",2020-01-16 20:52:00,0
"US markets: S&P hits record high on trade deal, Morgan Stanley earnings",2020-01-16 20:26:00,1
IRCTC shares hit four-digit mark ahead of India's second private train launch,2020-01-16 14:18:00,1
"Sensex, Nifty end marginally higher",2020-01-16 21:23:00,1
Rupee falls against dollar after US-China trade deal,2020-01-16 17:48:00,2
"Sensex edges higher but fails to hold 42,000, midcaps outperform",2020-01-16 16:13:00,1
Stock markets likely to rise on optimism post US-China trade deal,2020-01-16 08:30:00,1
"Stocks to Watch: Jet Airways, Bharti Airtel, RIL, Vodafone Idea, Metal companies",2020-01-16 08:06:00,1
Stocks mixed in Asia after US-China trade-deal,2020-01-16 08:50:00,1
Wall St higher but off intraday records as China and US ink trade truce,2020-01-16 01:41:00,1
"S&P, Dow notch record highs ahead of signing of US-China trade deal",2020-01-15 21:39:00,1
Karvy Stock Broking case: Sebi rejects Axis Bank's plea over pledged shares,2020-01-15 20:24:00,1
"Tata’s merged consumer unit can be in MSCI index, says Edelweiss",2020-01-15 12:35:00,1
Yes Bank shares up nearly 5%. Here’s why,2020-01-15 12:17:00,1
"Sensex, Nifty end in the red on Asian cues",2020-01-15 17:18:00,1
"Markets likely to be ranged, investors cautious ahead of US-China trade deal",2020-01-15 08:57:00,1
"Stocks to Watch: Yes Bank, Vedanta, Wipro, Reliance Industries",2020-01-15 07:58:00,1
Asia stock futures mixed after US shares dip,2020-01-15 05:45:00,2
BSE to introduce liquidity enhancement scheme in brent crude oil from Feb,2020-01-14 20:47:00,0
Rupee falls against US dollar on losses in Asian currencies,2020-01-14 17:58:00,2
"Wipro Q3 results: IT services revenue rises to $2,095 million, margins improve",2020-01-14 16:22:00,1
Rakesh Jhunjhunwala buys additional 16.2 lakh shares in Titan in Oct-Dec,2020-01-14 13:12:00,1
"Sensex, Nifty close at record high",2020-01-14 17:00:00,1
Government 10-yr bond yield hits five-week high as retail inflation jumps,2020-01-14 09:45:00,1
"Stocks to Watch: InterGobe Aviation, DHFL, Adani Group, IRCTC, JSW Steel",2020-01-14 08:18:00,1
Stock markets seen higher on firm global cues but inflation may worry investors,2020-01-14 08:13:00,1
Asian stocks look set to rise; Yuan holds gains,2020-01-14 05:52:00,1
The end of the bonus culture is coming to Wall Street,2020-01-13 18:23:00,0
"BSE, NSE to suspend trading in Coffee Day Enterprises, CG Power from 3 Feb",2020-01-13 14:33:00,0
"Sensex, Nifty end at record highs",2020-01-13 17:07:00,1
Rupee up against US dollar for fifth day in a row,2020-01-13 18:22:00,2
"Gold prices fall today, down  ₹1,500 per 10 gram in a week",2020-01-13 09:33:00,2
"Infosys shares surge on strong Q3, clean chit to top management",2020-01-13 09:43:00,1
"Sensex, Nifty close at record highs, Infosys leads gains in IT stocks",2020-01-13 15:48:00,1
"Stock markets may be volatile, Infosys shares in focus post Q3 results",2020-01-13 08:50:00,1
"Stocks to Watch: Infosys, Yes Bank, Vodafone Idea, Tata Steel, Adani Gas",2020-01-13 08:00:00,1
Asian stocks look set for mixed start to week,2020-01-13 05:55:00,1
Algos are changing India’s stock markets,2020-01-13 10:52:00,1
"REITs, InvITs pick up steam, mutual funds pour in  ₹12,000 crore in 2019",2020-01-12 17:50:00,1
"Market outlook: Earnings, inflation, global events to set market tone this week",2020-01-12 17:42:00,2
"FPIs pull out  ₹2,415 crore from domestic markets in January so far",2020-01-12 16:26:00,1
"Seven of top-10 Indian firms add  ₹32,020 crore in market valuation",2020-01-12 16:19:00,1
"Sensex gains for second consecutive day, up 147 points, Nifty tops 12,305",2020-01-10 16:35:00,1
"Rupee logs fourth straight gains, rises 28 paise against dollar",2020-01-10 18:23:00,1
"Gold prices today fall for 3rd day, down  ₹1,600 per 10 gram from recent highs",2020-01-10 09:39:00,2
"Sensex, Nifty maintain momentum; Infosys, banks lead gains",2020-01-10 15:41:00,1
"Stock markets may continue to rise, Infosys shares in focus ahead of Q3 results",2020-01-10 08:31:00,1
"Stocks to Watch: HDFC, Infosys, Yes Bank, IOC, Tata Motors, Delta Corp",2020-01-10 08:14:00,1
"Markets bounce back as US, Iran move away from military conflict",2020-01-10 00:31:00,1
Airtel’s $2 billion QIP subscribed 3 times,2020-01-09 23:55:00,1
"US markets hit record high on trade optimism, FAANG rally",2020-01-09 20:22:00,1
Rupee rises against US dollar for third day in a row,2020-01-09 18:05:00,1
"Sensex has its best day in 3 months, investors richer by over  ₹2 lakh crore",2020-01-09 16:59:00,1
Zerodha warns investors against 'pump and dump' scams,2020-01-09 12:20:00,2
Sensex surges 634 points as crude prices ease,2020-01-09 19:30:00,1
"Sensex zooms 634 points, Nifty 190 points; metal, auto, bank stock lead gains",2020-01-09 15:46:00,1
"Stock markets likely to be rangebound; Bharti, Infosys in focus",2020-01-09 09:03:00,1
"Stocks to Watch: Kotak Mahindra Bank, Bharti Airtel, SBI, Infosys, JSW Energy",2020-01-09 08:01:00,1
US stocks hit record highs after Trump comments on Iran,2020-01-08 23:42:00,1
D-street to see mega share sales in Jan-Mar,2020-01-08 23:38:00,0
NSE to introduce cross margining facility from Friday,2020-01-08 19:44:00,0
"Sensex ends 52 points lower, Nifty holds 12,025 amid US-Iran flare-up",2020-01-08 17:04:00,2
"Sensex recovers to end moderately lower, Infosys slides for third day",2020-01-08 16:12:00,2
